g,d.parameters.campaign,d.parameters.locationSurrounding,d.parameters.team,d.parameters.motive,d.parameters.targetGroup,d.coordinates._latitude,d.coordinates._longitude,d.deletedAt._seconds,d.deletedAt._nanoseconds,d.createdBy,d.uuid,d.createdAt._seconds,d.createdAt._nanoseconds,d.location._latitude,d.location._longitude,d.removedBy,d.updatedAt._seconds,d.updatedAt._nanoseconds,d.updatedBy,d.state,l._latitude,l._longitude,d.deletedBy,campaign
u281z1c0wp,,,,Mobilität + Umwelt,,48.12985607987606,11.559254676103592,,,krAR6hrGB0hgVHGoxS0lehMH6NP2,997b5da6-0972-43f8-b687-7c8626d62c5a,1583654834,929000000,,,,1583654834,930000000,krAR6hrGB0hgVHGoxS0lehMH6NP2,active,48.12985607987606,11.559254676103592,,nan
u281yrfnz0,Kommunalwahl München 2020,['Freizeit '],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.16385128282712,11.527711059898138,1584455023.0,748000000.0,QQKOOM53abg5uc0gDRGPiiyoqa83,997b7544-dbec-41fd-a773-afecce2915a2,1578155492,200000000,48.16385128282712,11.527711059898138,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,1578155492,535000000,QQKOOM53abg5uc0gDRGPiiyoqa83,removed,48.16385128282712,11.527711059898138,,Kommunalwahl München 2020
u0zgbh8j5y,Bamberg,,,Wohnen + E-Behörden,"['Autofahrer', 'Radfahrer']",49.90354016326931,10.89860463514924,1584640540.0,111000000.0,axlDdML78YTxE9mofKw7twDKQxK2,997bcba1-1fa9-4bfc-8f2a-f6603a02331c,1581748075,293000000,49.90354016326931,10.89860463514924,hOniEUN9VtT1rLt17ERT94oYr3q1,1581748075,293000000,axlDdML78YTxE9mofKw7twDKQxK2,removed,49.90354016326931,10.89860463514924,,Bamberg
u281xw14cd,Kommunalwahl München 2020,"['Essen', 'Freizeit ', 'Parkplatz', 'Freizeit']",Giesing (upper southside ;) ),Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.1096147111366,11.5810283459723,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,99807201-a370-4162-b0d5-4ccdde2f2fa6,1581951162,875000000,,,,1581951162,875000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.1096147111366,11.5810283459723,,Kommunalwahl München 2020
u281yrct98,Kommunalwahl München 2020,['Freizeit '],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.16363346667507,11.526792403310537,1584455029.0,897000000.0,QQKOOM53abg5uc0gDRGPiiyoqa83,9982dba9-731b-4030-85b1-3ad997b0266c,1578155505,489000000,48.16363346667507,11.526792403310537,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,1578155505,817000000,QQKOOM53abg5uc0gDRGPiiyoqa83,removed,48.16363346667507,11.526792403310537,,Kommunalwahl München 2020
u1x0dsc9c7,Bürgerschaftswahl Hamburg,,Altona 1,Verkehr + Wohnen,,53.55180143514162,9.955734740942717,1582979429.0,597000000.0,dfEvUvtCz9SxbB4v6TEbfJHPXml1,9987c944-43aa-4cde-8922-a15d2aabc95e,1580065110,814000000,53.55180143514162,9.955734740942717,zMZXSe2xtOVciEXqThvtAJfx87p2,1580065110,815000000,dfEvUvtCz9SxbB4v6TEbfJHPXml1,removed,53.55180143514162,9.955734740942717,,Bürgerschaftswahl Hamburg
u281z15end,Kommunalwahl München 2020,"['Straße', 'Wohnen']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.12613899558651,11.562707182019949,,,GYM0k2tLEic5F6s88sbEzJYKrSC2,998f4ac2-ca05-435a-96de-aadec45fd567,1581239424,603000000,,,,1581239424,603000000,GYM0k2tLEic5F6s88sbEzJYKrSC2,active,48.12613899558651,11.562707182019949,,Kommunalwahl München 2020
u281tpnt7r,,"['Parkplatz', 'Einkaufen', 'Straße']",,Wohnen + E-Behörden,['Autofahrer'],48.11556615595636,11.478794272989035,1584786053.0,597000000.0,DYrHZGGnXkbXbONU1USk32ysCzQ2,99a3fc9c-c7cc-43aa-bbde-a55bc2e4ceb6,1578743952,165000000,48.11556615595636,11.478794272989035,HgM385Ff84YmItF4qjVY8OGvuih2,1578743952,165000000,DYrHZGGnXkbXbONU1USk32ysCzQ2,removed,48.11556615595636,11.478794272989035,,nan
u1x0b83kkf,Bürgerschaftswahl Hamburg,['Straße'],Altona 2,Verkehr + Verkehr,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.571452596328065,9.86764496192336,1582975803.0,725000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,99b23ab0-5f01-4d1d-a71d-3f81b1c1ef05,1579909308,23000000,53.571452596328065,9.86764496192336,zMZXSe2xtOVciEXqThvtAJfx87p2,1579909308,23000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.571452596328065,9.86764496192336,,Bürgerschaftswahl Hamburg
u1x0dhj1ut,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Altona 2,Wohnen + Patrick/Mira,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.54769401898827,9.938706737011671,1582016964.0,782000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,99b8ff01-b807-4725-9c54-d7df2ca5c79d,1580042424,65000000,53.54769401898827,9.938706737011671,dfEvUvtCz9SxbB4v6TEbfJHPXml1,1580042424,65000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.54769401898827,9.938706737011671,,Bürgerschaftswahl Hamburg
u1x0ehybe9,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Firma']",,Hafen + Wohnen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.5515764019533,9.985008705407381,1582971524.0,20000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,99dcc075-d9f0-4b3b-8be3-7c98e8f0c6d3,1579905746,833000000,53.5515764019533,9.985008705407381,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582971524,847000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.5515764019533,9.985008705407381,,Bürgerschaftswahl Hamburg
u1x0dr8vvt,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Team Kiel,Verkehr + Wohnen,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.56760488932639,9.943903516978025,1582965048.0,845000000.0,tvFW4iYY2yPZteMBjaoCnzf6NHH2,99de28b8-2cfb-4b27-9987-609c5c84054d,1579947499,64000000,53.56760488932639,9.943903516978025,zMZXSe2xtOVciEXqThvtAJfx87p2,1579947499,64000000,tvFW4iYY2yPZteMBjaoCnzf6NHH2,removed,53.56760488932639,9.943903516978025,,Bürgerschaftswahl Hamburg
u281z81rt3,Kommunalwahl München 2020,"['Essen', 'Freizeit ', 'Parkplatz', 'Freizeit']",Giesing (upper southside ;) ),Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.12141425279975,11.58153461292386,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,99df2b6c-de24-4821-b58c-2ce71a1e4055,1582302378,977000000,,,,1582302378,978000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.12141425279975,11.58153461292386,,Kommunalwahl München 2020
u1x0uer9t4,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Bus']",Liste 312,Hafen + Hafen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.587457690437205,10.052028726786375,1583009102.0,614000000.0,rnZGqh1rknbt2ovU5RooDX71Yfb2,99e43da9-cd22-403a-b6e3-af4e6d4b6eef,1582319965,842000000,53.587457690437205,10.052028726786375,BdsnyalNOJcI7JvHIsEAOTnsRct1,1582319965,842000000,rnZGqh1rknbt2ovU5RooDX71Yfb2,removed,53.587457690437205,10.052028726786375,,Bürgerschaftswahl Hamburg
u281tpnmfn,,"['Einkaufen', 'Freizeit']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.11564561927452,11.478405017405748,1584786040.0,464000000.0,DYrHZGGnXkbXbONU1USk32ysCzQ2,99e65aad-fb80-4106-b21f-37a3e2be301e,1578743964,55000000,48.11564561927452,11.478405017405748,HgM385Ff84YmItF4qjVY8OGvuih2,1578743964,55000000,DYrHZGGnXkbXbONU1USk32ysCzQ2,removed,48.11564561927452,11.478405017405748,,nan
u1x0v3089u,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Verkehr,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.57493773800423,10.07523151114583,1583513707.0,993000000.0,dVaXof7yXsP8JWDWkUkT29lQWzs2,99fc1ea5-b029-4cab-9b44-03745aa43daa,1580472508,834000000,53.57493773800423,10.07523151114583,EMn8AUHdI5cbQIYITA1swmDqm9q1,1580472508,835000000,dVaXof7yXsP8JWDWkUkT29lQWzs2,removed,53.57493773800423,10.07523151114583,,Bürgerschaftswahl Hamburg
u281ykphsk,Kommunalwahl München 2020,"['Straße', 'S-Bahn']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.14288521801396,11.534454133361578,1584546549.0,414000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,99fe7431-3a4b-4984-925a-ce21945b90c3,1581176629,872000000,48.14288521801396,11.534454133361578,1Szv9avZYLPTzv8XjgFVZAV7VKi1,1581176629,872000000,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,removed,48.14288521801396,11.534454133361578,,Kommunalwahl München 2020
u1x0dsuxgd,Bürgerschaftswahl Hamburg,,Altona 1,Verkehr + Wohnen,,53.552827329863334,9.959950502961874,1582976191.0,192000000.0,FPfRO5KQ74biKXZSTAzQ9KuymZx1,9a0499bf-5b4b-48f1-b558-e7ffb123a260,1579973389,142000000,53.552827329863334,9.959950502961874,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582976191,886000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.552827329863334,9.959950502961874,,Bürgerschaftswahl Hamburg
u1x0u8ew9c,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Freizeit ']",Liste 312,Verkehr + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.57320518316361,10.046386700123549,1582987316.0,440000000.0,rnZGqh1rknbt2ovU5RooDX71Yfb2,9a1bcd92-8569-41c8-a77e-99321abed744,1581781571,332000000,53.57320518316361,10.046386700123549,wg8ZnNFzQMUNv2sgygA41LqmHh63,1581781571,333000000,rnZGqh1rknbt2ovU5RooDX71Yfb2,removed,53.57320518316361,10.046386700123549,,Bürgerschaftswahl Hamburg
u1x0dtxnbu,,,,Verkehr + Hafen,,53.55678483272125,9.96326806023717,1583079944.0,236000000.0,qQjF8P3MXhSMAwaUJrARJICz3Y33,9a35e3de-e2f5-455c-8956-1cc377ff4e59,1579969042,847000000,53.55678483272125,9.96326806023717,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579969042,847000000,qQjF8P3MXhSMAwaUJrARJICz3Y33,removed,53.55678483272125,9.96326806023717,,nan
u0zezfwxk7,Bamberg,,,Kandidaten,"['Autofahrer', 'Fußgänger', 'Radfahrer']",49.8929235687499,10.896565821021795,1584714570.0,125000000.0,ExdY6DG9uOhTGhfTxzOINcdhKup1,9a372a4a-72fc-42de-8d4e-202752427191,1583669102,565000000,49.8929235687499,10.896565821021795,PxZBcJclagaEOFrxqEjIjIcq3zK2,1583669102,565000000,ExdY6DG9uOhTGhfTxzOINcdhKup1,removed,49.8929235687499,10.896565821021795,,Bamberg
u281yjkkef,[],['Straßenbahn '],,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer']",48.14974469208801,11.519675832241774,1584775827.0,935000000.0,OZZUbaCHqTSvXyqQam2w1OkZZT53,9a3a1ab3-ee2e-4641-8529-723f0f896c75,1578172435,503000000,48.14974469208801,11.519675832241774,HgM385Ff84YmItF4qjVY8OGvuih2,1584551625,320000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.14974469208801,11.519675832241774,,
u1x0svb2wb,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Park', 'Essen']",,Patrick/Mira + Patrick/Mira,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.55706284155029,10.053131449967623,1580247137.0,570000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,9a3e9095-2084-4f77-8b3f-dd5d9113f132,1579968218,437000000,53.55706284155029,10.053131449967623,rnZGqh1rknbt2ovU5RooDX71Yfb2,1579968218,437000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.55706284155029,10.053131449967623,,Bürgerschaftswahl Hamburg
u281yb3k9g,Kommunalwahl München 2020,,Team Felix S.,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.12228330178522,11.548432130366562,,,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,9a46f031-7300-4f22-9301-328c741b6427,1578218256,928000000,,,,1578218256,928000000,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,active,48.12228330178522,11.548432130366562,,Kommunalwahl München 2020
u0zgb6jugk,Bamberg,,,Wohnen + E-Behörden,"['Autofahrer', 'Fußgänger', 'Radfahrer']",49.88975288483928,10.917465593665838,1584562229.0,603000000.0,ExdY6DG9uOhTGhfTxzOINcdhKup1,9a5167af-5f3a-4cc1-9283-971b697f4ca9,1581723024,21000000,49.88975288483928,10.917465593665838,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581723024,22000000,ExdY6DG9uOhTGhfTxzOINcdhKup1,removed,49.88975288483928,10.917465593665838,,Bamberg
u1x0gc8mrh,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Freizeit ', 'Bus']",,Verkehr + Philipp,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.57850157415851,10.00919820740819,1583676883.0,955000000.0,ldaWw8gOw5OcDZqmK1RFIveUzgg1,9a581775-2376-4b8e-b413-17e9b503d5b2,1579895432,802000000,53.57850157415851,10.00919820740819,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579895432,802000000,ldaWw8gOw5OcDZqmK1RFIveUzgg1,removed,53.57850157415851,10.00919820740819,,Bürgerschaftswahl Hamburg
u283b48tmg,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Essen', 'Einkaufen']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.134770650985885,11.602499429136515,,,GYM0k2tLEic5F6s88sbEzJYKrSC2,9a659888-3d5e-46f5-a8e0-1bbaf047ebe9,1582971933,544000000,,,,1582971933,544000000,GYM0k2tLEic5F6s88sbEzJYKrSC2,active,48.134770650985885,11.602499429136515,,Kommunalwahl München 2020
u28605tvsd,Kommunalwahl München 2020,,,,,48.18424829221728,11.609660927206278,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,9a660398-6919-4663-aced-c93df573e78c,1579268244,476000000,,,,1579268244,476000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.18424829221728,11.609660927206278,,Kommunalwahl München 2020
u0zezdpz23,Bamberg,,,Mobilität + Umwelt,['Autofahrer'],49.89016861379643,10.887128133326769,1584712004.0,183000000.0,PxZBcJclagaEOFrxqEjIjIcq3zK2,9a6dc5b6-67fd-46a0-b12f-859cb903218f,1581713264,204000000,49.89016861379643,10.887128133326769,PxZBcJclagaEOFrxqEjIjIcq3zK2,1581713264,204000000,PxZBcJclagaEOFrxqEjIjIcq3zK2,removed,49.89016861379643,10.887128133326769,,Bamberg
u1x0shu7zd,Bürgerschaftswahl Hamburg,['Straße'],Team Bremen,Verkehr + Wohnen,['Autofahrer'],53.55213969697178,10.02569479867816,1582965732.0,922000000.0,xW9bqnosG2NgXnGYbMAwBecBkoZ2,9a78d1b3-8c97-4641-8a63-3c8a61130e03,1580049387,776000000,53.55213969697178,10.02569479867816,k9Q9No2bdibXe4rU2TsNWrqMMp63,1580049387,776000000,xW9bqnosG2NgXnGYbMAwBecBkoZ2,removed,53.55213969697178,10.02569479867816,,Bürgerschaftswahl Hamburg
u1x0cr3y73,,"['Straße', 'Wohnen', 'S-Bahn']",,Verkehr + Hafen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.610244466426536,9.901230912655592,1583574679.0,310000000.0,tLhHsNm5L2SIfIEM0RQGZnsA1dm2,9a91cf49-0341-4729-989a-a9f6155b2d4a,1579896965,199000000,53.610244466426536,9.901230912655592,dVaXof7yXsP8JWDWkUkT29lQWzs2,1579896965,199000000,tLhHsNm5L2SIfIEM0RQGZnsA1dm2,removed,53.610244466426536,9.901230912655592,,nan
u281uetfw9,Kommunalwahl München 2020,"['Wohnen', 'Straße', 'Bildung']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.13977901685841,11.455932799726725,,,GYM0k2tLEic5F6s88sbEzJYKrSC2,9a9301d1-a39d-486a-8195-d3aaada322d1,1582455663,170000000,,,,1582455663,170000000,GYM0k2tLEic5F6s88sbEzJYKrSC2,active,48.13977901685841,11.455932799726725,,Kommunalwahl München 2020
u1x0f3qgd5,Bürgerschaftswahl Hamburg,"['Straße', 'Einkaufen', 'Freizeit ']",Liste 312,Verkehr + Hafen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.57682241335449,9.95198467746377,1583585462.0,532000000.0,k9Q9No2bdibXe4rU2TsNWrqMMp63,9a999df4-81b1-4e3a-86d9-af7727d47b35,1579956106,791000000,53.57682241335449,9.95198467746377,dVaXof7yXsP8JWDWkUkT29lQWzs2,1579956106,791000000,k9Q9No2bdibXe4rU2TsNWrqMMp63,removed,53.57682241335449,9.95198467746377,,Bürgerschaftswahl Hamburg
u281zjsv20,,,,,,48.15123361517599,11.564145181328058,,,ZnKYuCrMU9YxypvTAtGuVZ08N753,9a99daad-46f5-4b41-b7c3-cea063d68f3d,1578241379,310000000,,,,1578241379,310000000,ZnKYuCrMU9YxypvTAtGuVZ08N753,active,48.15123361517599,11.564145181328058,,nan
u1x0sy6wxd,Bürgerschaftswahl Hamburg,['Straße'],,Hafen ,['Autofahrer'],53.560850319379384,10.056254211813211,1582984777.0,322000000.0,wg8ZnNFzQMUNv2sgygA41LqmHh63,9ab3fea9-e3ff-4dc1-8574-1e4dde99cd99,1580063188,259000000,53.560850319379384,10.056254211813211,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1580063188,260000000,wg8ZnNFzQMUNv2sgygA41LqmHh63,removed,53.560850319379384,10.056254211813211,,Bürgerschaftswahl Hamburg
u1x09wrcde,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Bildung']",Altona 2,Verkehr + Hafen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.5600001560924,9.920418430119753,1582977562.0,383000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,9aba4b53-81d7-4dc2-86cd-0d1bef374898,1580048593,440000000,53.5600001560924,9.920418430119753,zMZXSe2xtOVciEXqThvtAJfx87p2,1580048593,441000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.5600001560924,9.920418430119753,,Bürgerschaftswahl Hamburg
u281wq3dnf,Kommunalwahl München 2020,"['Wohnen', 'Bildung']",,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.11086252713851,11.527009326964617,1584352494.0,600000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,9ac57faa-71e7-4f19-b74a-d06f36d2708b,1582445274,807000000,48.11086252713851,11.527009326964617,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,1582445274,808000000,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,removed,48.11086252713851,11.527009326964617,,Kommunalwahl München 2020
u281zm912v,,,,,,48.150573886409134,11.570016536861658,1584469953.0,207000000.0,ZnKYuCrMU9YxypvTAtGuVZ08N753,9ac5b355-561c-45b3-b20b-ca9d601933cc,1578216680,467000000,48.150573886409134,11.570016536861658,mZbRmhJQ8pVkqJj8dNbc3QSDk0g1,1578216680,468000000,ZnKYuCrMU9YxypvTAtGuVZ08N753,removed,48.150573886409134,11.570016536861658,,nan
u0zgb4qt1b,Bamberg,['Bildung'],,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger']",49.89114835161212,10.907445028424263,1584642602.0,180000000.0,ZJOVmjHhlXWIKJo9StZZEeGmVly2,9ace3b8e-f0e2-424d-8076-b7116e38604b,1581713385,376000000,49.89114835161212,10.907445028424263,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581713385,377000000,ZJOVmjHhlXWIKJo9StZZEeGmVly2,removed,49.89114835161212,10.907445028424263,,Bamberg
u2845d68r0,,"['Freizeit ', 'U-Bahn', 'Straße']",Team Dachau,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.176465157550325,11.407547425478697,,,YStmwo5f0QaaxpOwstLh6gDwH3a2,9ad005a9-f611-45fa-b1fc-e8a05f40f2a9,1583439686,225000000,,,,1583439686,225000000,YStmwo5f0QaaxpOwstLh6gDwH3a2,active,48.176465157550325,11.407547425478697,,nan
u1x09ug8zk,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Altona 2,Hafen + Verkehr + Mira/Patrick,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.55163576808553,9.925780836492777,1581318049.0,631000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,9ad39f33-b2b0-436d-aaeb-8c4871771132,1580031345,719000000,53.55163576808553,9.925780836492777,zMZXSe2xtOVciEXqThvtAJfx87p2,1580031345,720000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.55163576808553,9.925780836492777,,Bürgerschaftswahl Hamburg
u1x2232kbh,Bürgerschaftswahl Hamburg,"['Straße', 'Einkaufen', 'S-Bahn']",,Hafen + Wohnen,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.48914976531003,10.20664332434535,1579891164.0,448000000.0,FIImFQJ06uZtLk1ivsGQDgNBuGu2,9ae248f3-34a3-46b8-be94-377053921732,1579890811,272000000,53.48914976531003,10.20664332434535,,1579890811,272000000,FIImFQJ06uZtLk1ivsGQDgNBuGu2,deleted,53.48914976531003,10.20664332434535,FIImFQJ06uZtLk1ivsGQDgNBuGu2,Bürgerschaftswahl Hamburg
u0zezfkrw5,Bamberg,,,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger']",49.89159485956203,10.893549006432295,1584471137.0,795000000.0,RmoL5J5TjfPVL4NlhRdsHpJtKSN2,9ae32214-124a-495f-90dd-ed6623ca741c,1581728799,776000000,49.89159485956203,10.893549006432295,abeJxCSSreUhYTxuW8I9fy8CGML2,1581728799,776000000,RmoL5J5TjfPVL4NlhRdsHpJtKSN2,removed,49.89159485956203,10.893549006432295,,Bamberg
u1x0dm8dqu,Bürgerschaftswahl Hamburg,,Altona 1,Verkehr + Patrick/Mira,,53.55601580335368,9.943604450672865,1582967549.0,616000000.0,dfEvUvtCz9SxbB4v6TEbfJHPXml1,9aefb840-62ec-47fc-bd75-ade7de77a5dc,1579900309,761000000,53.55601580335368,9.943604450672865,zMZXSe2xtOVciEXqThvtAJfx87p2,1579900309,761000000,dfEvUvtCz9SxbB4v6TEbfJHPXml1,removed,53.55601580335368,9.943604450672865,,Bürgerschaftswahl Hamburg
u281yprqmc,Kommunalwahl München 2020,['Freizeit '],,Wohnen + E-Behörden,"['Autofahrer', 'Radfahrer', 'Fußgänger']",48.16102133993607,11.523882206529379,1584455157.0,119000000.0,QQKOOM53abg5uc0gDRGPiiyoqa83,9afb96dc-b98b-4d40-b223-359763588b38,1578164377,465000000,48.16102133993607,11.523882206529379,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,1578164377,858000000,QQKOOM53abg5uc0gDRGPiiyoqa83,removed,48.16102133993607,11.523882206529379,,Kommunalwahl München 2020
u281t4r6sz,Kommunalwahl München 2020,"['U-Bahn', 'Bildung', 'Einkaufen']",,Mobilität + Umwelt,,48.08900008241306,11.479887943714859,1584785797.0,527000000.0,sImLhxUk7MRYIWcvNUzZUJzyjDE3,9b057d7b-cc06-46fd-92c5-18cc3cee3cf2,1581170619,460000000,48.08900008241306,11.479887943714859,HgM385Ff84YmItF4qjVY8OGvuih2,1581170619,460000000,sImLhxUk7MRYIWcvNUzZUJzyjDE3,removed,48.08900008241306,11.479887943714859,,Kommunalwahl München 2020
u281gwx4f1,Kommunalwahl München 2020,['S-Bahn'],,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger']",48.15630465824049,11.413514669984579,,,yPorF49fmyQ5ezcNBDwpqxLuZlg2,9b0b937d-4181-4275-88cc-b6adeb0f72d8,1578304288,87000000,,,,1578304288,87000000,yPorF49fmyQ5ezcNBDwpqxLuZlg2,active,48.15630465824049,11.413514669984579,,Kommunalwahl München 2020
u1x0g60zjm,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Altona 2,Hafen + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.581552811057655,9.987837430089712,1583672932.0,323000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,9b1171c9-1584-4239-a580-7f1bf5dfa18a,1581847053,524000000,53.581552811057655,9.987837430089712,NISiXJvou2OIg0ygvLTQni8z6Gm1,1581847053,524000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.581552811057655,9.987837430089712,,Bürgerschaftswahl Hamburg
u1x0em8v2p,Bürgerschaftswahl Hamburg,"['Straße', 'Freizeit ', 'Firma', 'U-Bahn', 'Einkaufen']",,Verkehr + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.55654503629626,9.987606089562178,1582967717.0,823000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,9b27375e-8465-4bfa-9d2e-f0cdae09d389,1580039418,762000000,53.55654503629626,9.987606089562178,qQjF8P3MXhSMAwaUJrARJICz3Y33,1580039418,762000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.55654503629626,9.987606089562178,,Bürgerschaftswahl Hamburg
u281y7swqj,,"['Straße', 'Wohnen', 'S-Bahn', 'Tram']",Lorenz,Wohnen + E-Behörden,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.140445496973214,11.531095672398806,1584544949.0,553000000.0,1Szv9avZYLPTzv8XjgFVZAV7VKi1,9b596c7c-caff-4293-84b2-1da7cd9e3b25,1583340285,146000000,48.140445496973214,11.531095672398806,1Szv9avZYLPTzv8XjgFVZAV7VKi1,1583340285,146000000,1Szv9avZYLPTzv8XjgFVZAV7VKi1,removed,48.140445496973214,11.531095672398806,,nan
u28391yy8z,Kommunalwahl München 2020,['Firma'],Team Fußbus,Wohnen + E-Behörden,['Autofahrer'],48.08694139814442,11.654815077781677,,,neq53qFDHOcsdmzELehckJ5o5rG3,9b5f370d-47d5-497e-a51d-1b405ef5cf5a,1578140861,446000000,,,,1578140861,481000000,neq53qFDHOcsdmzELehckJ5o5rG3,active,48.08694139814442,11.654815077781677,,Kommunalwahl München 2020
u281vf8k9t,Kommunalwahl München 2020,,,Mobilität + Umwelt,['Fußgänger'],48.13465366720142,11.503096763044596,,,RtMB3Ma6kPUKZBOTlvFsR0irkRf1,9b65167d-0fd6-48cc-ad77-25b2d2e420dd,1578135086,399000000,,,,1578135086,539000000,RtMB3Ma6kPUKZBOTlvFsR0irkRf1,active,48.13465366720142,11.503096763044596,,Kommunalwahl München 2020
u281z5mc16,,"['Einkaufen', 'Freizeit']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.138155036845106,11.565576810389757,,,DYrHZGGnXkbXbONU1USk32ysCzQ2,9b6c25e9-2743-4387-a562-46863795328e,1578595050,482000000,,,,1578595050,482000000,DYrHZGGnXkbXbONU1USk32ysCzQ2,active,48.138155036845106,11.565576810389757,,nan
