g,d.parameters.campaign,d.parameters.locationSurrounding,d.parameters.team,d.parameters.motive,d.parameters.targetGroup,d.coordinates._latitude,d.coordinates._longitude,d.deletedAt._seconds,d.deletedAt._nanoseconds,d.createdBy,d.uuid,d.createdAt._seconds,d.createdAt._nanoseconds,d.location._latitude,d.location._longitude,d.removedBy,d.updatedAt._seconds,d.updatedAt._nanoseconds,d.updatedBy,d.state,l._latitude,l._longitude,d.deletedBy,campaign
u1wbxq8usv,Bürgerschaftswahl Hamburg 2020,"['Wohnen', 'Einkaufen', 'Durchgangsstrasse']",Team West,Lina,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.56189615365825,9.812026340514421,1582969048.0,456000000.0,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,0003689d-55fa-4929-83a2-c10a3f332913,1580044678,279000000,53.56189615365825,9.812026340514421,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,1580044678,280000000,OFdUjpbNLXZoeRPWB5YjxRxjzRH3,removed,53.56189615365825,9.812026340514421,,Bürgerschaftswahl Hamburg 2020
u284phpwud,Kommunalwahl München 2020,,,,,48.18720554899805,11.568115185946226,1584640057.0,136000000.0,ihPzNAGmQdatZW7rFD8q3cNubuS2,0011d3f6-0b65-478b-85db-86eeaafffae6,1580056006,182000000,48.18720554899805,11.568115185946226,qk3RwE5WEUNbPk85eTf18Lu4JY32,1580056006,182000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,removed,48.18720554899805,11.568115185946226,,Kommunalwahl München 2020
u281zdht22,,['Strasse'],,Umwelt + Wohnen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",48.132008060244516,11.58578323200345,,,psfZAjTSV5Stlfwj4Og2ihxSVqn1,0037d687-9395-446a-b0e1-576c825f88b0,1578829812,697000000,,,,1578829812,698000000,psfZAjTSV5Stlfwj4Og2ihxSVqn1,active,48.132008060244516,11.58578323200345,,nan
u1x0ebphc5,Bürgerschaftswahl Hamburg,,,Hafen + Wohnen,,53.52622279875382,10.018205735832453,1582980698.0,978000000.0,vRs7bqLgbaZOrY9viLatNAzZrgD2,00451eed-aa9d-4da6-9ca1-3bc18ff18c18,1579958449,348000000,53.52622279875382,10.018205735832453,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579958449,348000000,vRs7bqLgbaZOrY9viLatNAzZrgD2,removed,53.52622279875382,10.018205735832453,,Bürgerschaftswahl Hamburg
u284hyjp09,Kommunalwahl München 2020,['Wohnen'],Team Dachau,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger']",48.19823088500249,11.46563870832324,1584807740.0,182000000.0,RwRvY0PtsoYOgcf3a7xxHfrV7YA3,004af168-70ab-4db1-8aa9-5148bedd1173,1582474831,796000000,48.19823088500249,11.46563870832324,HgM385Ff84YmItF4qjVY8OGvuih2,1582474831,797000000,RwRvY0PtsoYOgcf3a7xxHfrV7YA3,removed,48.19823088500249,11.46563870832324,,Kommunalwahl München 2020
u283bxb30p,['Kommunalwahl München 2020'],,['Martina '],Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.1628984895805,11.623879987746477,1583072964.0,838000000.0,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,0067a9e3-7516-4fe8-b0af-61830fca2b93,1578148852,222000000,48.1628984895805,11.623879987746477,OZZUbaCHqTSvXyqQam2w1OkZZT53,1578148852,356000000,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,removed,48.1628984895805,11.623879987746477,,Kommunalwahl München 2020
u281wfn44s,,"['Straßenbahn ', 'Essen', 'Wohnen', 'Straße']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.08752442123773,11.55497806146741,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,007a211a-4f6c-46f1-b77d-01e1f0fdf0d5,1578675121,204000000,,,,1578675121,204000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.08752442123773,11.55497806146741,,nan
u281wxg8g7,Kommunalwahl München 2020,,Team Felix S.,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.11889065288089,11.540591698139906,,,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,007eda8f-4640-4784-98ad-c3f5a25fd578,1578561196,549000000,,,,1578561196,550000000,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,active,48.11889065288089,11.540591698139906,,Kommunalwahl München 2020
u284hv69be,Kommunalwahl München 2020,['Straße'],,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.19322227000042,11.462201122194529,,,jN38LSISX0WzWz1ofgRho88c3J52,00840835-14ba-4f4f-b8ef-611b623a38c0,1582990228,952000000,,,,1582990228,952000000,jN38LSISX0WzWz1ofgRho88c3J52,active,48.19322227000042,11.462201122194529,,Kommunalwahl München 2020
u1x0e5bckc,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Einkaufen', 'U-Bahn', 'S-Bahn']",,Verkehr + Verkehr,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.5462135461343,9.976821932941675,1582968440.0,713000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,0089a1a5-0f1b-4a4c-b2d9-c7b4133919f6,1579891496,391000000,53.5462135461343,9.976821932941675,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1579891496,391000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.5462135461343,9.976821932941675,,Bürgerschaftswahl Hamburg
u281z1n8fc,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Freizeit ']",Lorenz,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.125748696471035,11.566668134182692,,,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,008d8681-3dc6-480d-a06a-d10c55d74b1d,1581772753,29000000,,,,1581772753,29000000,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,active,48.125748696471035,11.566668134182692,,Kommunalwahl München 2020
u1x0rfgrrx,Bürgerschaftswahl Hamburg,['Bundesstrasse'],Team Lina,Wohnen + Wohnen,"['Autofahrer', 'Radfahrer']",53.49783745413089,10.18911274150014,1581859429.0,940000000.0,FIImFQJ06uZtLk1ivsGQDgNBuGu2,009c0232-28be-4179-8833-8b7674056146,1579917869,629000000,53.49783745413089,10.18911274150014,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579917869,629000000,FIImFQJ06uZtLk1ivsGQDgNBuGu2,removed,53.49783745413089,10.18911274150014,,Bürgerschaftswahl Hamburg
u1x04u4zyf,Bürgerschaftswahl Hamburg 2020,,,Verkehr + Verkehr,,53.46081840534117,9.968668017536402,1582985395.0,974000000.0,vRs7bqLgbaZOrY9viLatNAzZrgD2,00a88ba5-6252-420e-862c-326afcff3068,1580140438,332000000,53.46081840534117,9.968668017536402,nLp6yL09kLYy4XDxIb4kMjer8RX2,1580140438,332000000,vRs7bqLgbaZOrY9viLatNAzZrgD2,removed,53.46081840534117,9.968668017536402,,Bürgerschaftswahl Hamburg 2020
u281yrfrpv,Kommunalwahl München 2020,['Freizeit '],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.16391859543443,11.528090592473745,1584455020.0,712000000.0,QQKOOM53abg5uc0gDRGPiiyoqa83,00afb5ea-00e8-4aca-bd2b-2d5e5abcb092,1578155478,455000000,48.16391859543443,11.528090592473745,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,1578155478,780000000,QQKOOM53abg5uc0gDRGPiiyoqa83,removed,48.16391859543443,11.528090592473745,,Kommunalwahl München 2020
u281yvjkh2,Kommunalwahl München 2020,"['Wohnen', 'Straße', 'Einkaufen']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.148272739940424,11.554027553647757,1585118369.0,856000000.0,hwNroO7acGNWB8kkJ0jR1mpOt883,00b7fd7b-bfc5-42ec-b81d-5c8ad3640d1c,1582453682,732000000,48.148272739940424,11.554027553647757,HgM385Ff84YmItF4qjVY8OGvuih2,1582453682,732000000,hwNroO7acGNWB8kkJ0jR1mpOt883,removed,48.148272739940424,11.554027553647757,,Kommunalwahl München 2020
u281z2j9sk,,['U-Bahn'],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer']",48.120399287065965,11.576346885412931,1584297161.0,378000000.0,MXnc2ii9M8MA1GjBtapzdaBwUff2,00c17808-f167-456e-a217-f97b8a577e04,1578569917,889000000,48.120399287065965,11.576346885412931,1Szv9avZYLPTzv8XjgFVZAV7VKi1,1578569917,889000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,removed,48.120399287065965,11.576346885412931,,nan
u281yp5453,Kommunalwahl München 2020,"['Freizeit ', 'Wohnen', 'Straße']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.15891952035231,11.517940778285265,1584359892.0,606000000.0,CSdKOgMHQZTdiidRRxh5f4iF5Oi1,00c28a6c-724f-43fb-9c81-568ec637846a,1578217573,770000000,48.15891952035231,11.517940778285265,pvcX3JMy0wPxAZj2sAno8S0Fvju1,1578217573,771000000,CSdKOgMHQZTdiidRRxh5f4iF5Oi1,removed,48.15891952035231,11.517940778285265,,Kommunalwahl München 2020
u281wr3y82,Kommunalwahl München 2020,"['U-Bahn', 'Wohnen', 'Straße', 'Freizeit']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.11711479368421,11.5270827524364,,,QQKOOM53abg5uc0gDRGPiiyoqa83,00c656ae-9359-45f2-b58b-6344af722f01,1578232465,276000000,,,,1578232465,276000000,QQKOOM53abg5uc0gDRGPiiyoqa83,active,48.11711479368421,11.5270827524364,,Kommunalwahl München 2020
u1x0ftyg0m,Bürgerschaftswahl Hamburg,['Straße'],Team Kiel,Verkehr + Hafen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.601463746605795,9.962901268154383,1583581910.0,24000000.0,tvFW4iYY2yPZteMBjaoCnzf6NHH2,00c73726-57e0-4770-8c9a-56cbb624c585,1579968904,537000000,53.601463746605795,9.962901268154383,dVaXof7yXsP8JWDWkUkT29lQWzs2,1579968904,538000000,tvFW4iYY2yPZteMBjaoCnzf6NHH2,removed,53.601463746605795,9.962901268154383,,Bürgerschaftswahl Hamburg
u2838ekbzf,['Kommunalwahl München 2020'],['S-Bahn'],['Team Fußbus'],Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.09416470787362,11.630401108413935,,,lQ4R1I0Ht2aoZEhJXMMRlt0NpUz2,00dc2033-8e61-43da-bb09-a4d5a9093f5c,1578226736,15000000,,,,1578226736,15000000,lQ4R1I0Ht2aoZEhJXMMRlt0NpUz2,active,48.09416470787362,11.630401108413935,,Kommunalwahl München 2020
u281gwr4ht,Kommunalwahl München 2020,['S-Bahn'],,Mobilität + Umwelt,['Fußgänger'],48.154823540715654,11.413615252822638,,,yPorF49fmyQ5ezcNBDwpqxLuZlg2,00e4b76c-19ac-4a89-831e-f61b99b7b086,1578307054,510000000,,,,1578307054,511000000,yPorF49fmyQ5ezcNBDwpqxLuZlg2,active,48.154823540715654,11.413615252822638,,Kommunalwahl München 2020
u2860kbn54,,"['Freizeit ', 'U-Bahn', 'Straße']",Team Dachau,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.19119924102689,11.612686794251204,,,YStmwo5f0QaaxpOwstLh6gDwH3a2,0102856a-f4e9-4d17-873b-dcac96d3a051,1583318288,8000000,,,,1583318288,8000000,YStmwo5f0QaaxpOwstLh6gDwH3a2,active,48.19119924102689,11.612686794251204,,nan
u281zp9bgq,[],"['Straße', 'Wohnen', 'Strasse', 'Parkplatz']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.16148164629753,11.56016981229186,1584776304.0,756000000.0,ihPzNAGmQdatZW7rFD8q3cNubuS2,011a02bb-e654-44f3-8c23-d202d0b5b089,1578744913,149000000,48.16148164629753,11.56016981229186,HgM385Ff84YmItF4qjVY8OGvuih2,1584608291,491000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.16148164629753,11.56016981229186,,
u281uvj4e5,['Kommunalwahl München 2020'],"['S-Bahn', 'Einkaufen', 'Straße']",Die Hobbits,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.14803125013938,11.465736608952282,1584471156.0,930000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,01285441-8c27-4d23-9300-42debb76340a,1578237340,147000000,48.14803125013938,11.465736608952282,HWTuFmLdJIdK2BS0P8BaZXvyHNB3,1578237340,147000000,neq53qFDHOcsdmzELehckJ5o5rG3,removed,48.14803125013938,11.465736608952282,,Kommunalwahl München 2020
u1x0f814g7,Bürgerschaftswahl Hamburg,['Straße'],Team Kiel,Verkehr + Hafen,['Autofahrer'],53.56982811245396,9.95513191446662,1582965501.0,513000000.0,tvFW4iYY2yPZteMBjaoCnzf6NHH2,014562be-6f3e-429b-b4a2-b977fc36daf6,1579955957,732000000,53.56982811245396,9.95513191446662,zMZXSe2xtOVciEXqThvtAJfx87p2,1579955957,732000000,tvFW4iYY2yPZteMBjaoCnzf6NHH2,removed,53.56982811245396,9.95513191446662,,Bürgerschaftswahl Hamburg
u0zgb5g6m4,Bamberg,,,Kandidaten,['Kandidaten'],49.898926755930376,10.903118290007114,1584640592.0,250000000.0,hOniEUN9VtT1rLt17ERT94oYr3q1,014ae31c-576d-4be9-9067-79c873dd0d09,1583341656,182000000,49.898926755930376,10.903118290007114,hOniEUN9VtT1rLt17ERT94oYr3q1,1583341656,182000000,hOniEUN9VtT1rLt17ERT94oYr3q1,removed,49.898926755930376,10.903118290007114,,Bamberg
u1x0dxqy10,,,,Wohnen + Patrick/Mira,,53.56624798602117,9.962926749140024,1582967545.0,843000000.0,qQjF8P3MXhSMAwaUJrARJICz3Y33,0166e4ba-7303-4af4-a212-c739c6e4a8fd,1579948056,345000000,53.56624798602117,9.962926749140024,qQjF8P3MXhSMAwaUJrARJICz3Y33,1579948056,346000000,qQjF8P3MXhSMAwaUJrARJICz3Y33,removed,53.56624798602117,9.962926749140024,,nan
u283c89ch7,[],"['U-Bahn', 'S-Bahn', 'Bus']",,Wohnen + E-Behörden,['Fußgänger'],48.12305478451203,11.670072991400957,,,OZZUbaCHqTSvXyqQam2w1OkZZT53,016d94d9-c28c-45fc-acdb-fda3599d8f49,1578310535,943000000,,,,1578310535,943000000,OZZUbaCHqTSvXyqQam2w1OkZZT53,active,48.12305478451203,11.670072991400957,,
u1x0ez0xpw,Bürgerschaftswahl Hamburg,,,Wohnen + Lina,,53.56508003938262,10.009554270654917,1582993158.0,504000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,01785015-72fd-4998-a123-9ac41d5f45cc,1579080381,817000000,53.56508003938262,10.009554270654917,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579080381,817000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.56508003938262,10.009554270654917,,Bürgerschaftswahl Hamburg
u1x0duf47q,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Freizeit ']",Altona 2,Verkehr + Wohnen,"['Autofahrer', 'Fußgänger']",53.55190403032192,9.967488180845976,1583077201.0,332000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,017ddaa8-44a0-407b-a29f-e3512937819a,1581154518,40000000,53.55190403032192,9.967488180845976,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1581154572,850000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.55190403032192,9.967488180845976,,Bürgerschaftswahl Hamburg
u284pc7zh4,Kommunalwahl München 2020,"['Straße', 'U-Bahn', 'Freizeit ', 'Einkaufen']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.172145426328065,11.59589784219861,,,neq53qFDHOcsdmzELehckJ5o5rG3,0186a320-0b0d-40fe-aa01-7adb89d0b1e8,1582478760,896000000,,,,1582478760,897000000,neq53qFDHOcsdmzELehckJ5o5rG3,active,48.172145426328065,11.59589784219861,,Kommunalwahl München 2020
u1x0cgz34t,,"['Straße', 'Wohnen']",,Hafen + Patrick/Mira,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.59013776933125,9.930722136050463,1583580795.0,268000000.0,tLhHsNm5L2SIfIEM0RQGZnsA1dm2,018c543c-38cb-428b-868f-fd4ec1ebdc67,1579894450,294000000,53.59013776933125,9.930722136050463,dVaXof7yXsP8JWDWkUkT29lQWzs2,1579894450,294000000,tLhHsNm5L2SIfIEM0RQGZnsA1dm2,removed,53.59013776933125,9.930722136050463,,nan
u284p0m08v,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Strasse', 'Parkplatz', 'Straßenbahn', 'Bus', 'Straßenbahn ']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.16555375393632,11.564517002552748,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,019d12bc-4c5b-40e6-ab47-deaa57e4c17f,1578757160,319000000,,,,1578757160,319000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.16555375393632,11.564517002552748,,Kommunalwahl München 2020
u283bm4uuz,['Kommunalwahl München 2020'],,['Martina '],Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.14844102309478,11.61653710529208,,,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,01a4cddb-1e64-4d99-8873-af16ce33586d,1578340295,81000000,,,,1578340295,81000000,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,active,48.14844102309478,11.61653710529208,,Kommunalwahl München 2020
u281znmyjt,Kommunalwahl München 2020,,,,,48.15550672030153,11.565759871155024,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,01c5cb5e-078e-4b5e-9fd6-bdf16f734098,1579268419,733000000,,,,1579268419,733000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.15550672030153,11.565759871155024,,Kommunalwahl München 2020
u284huvtrd,Kommunalwahl München 2020,"['Straße', 'S-Bahn', 'Einkaufen']",,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.191067669398706,11.466615367680788,,,jN38LSISX0WzWz1ofgRho88c3J52,01dd9b80-977b-4304-b891-b977b9eaa148,1582984737,257000000,,,,1582984737,258000000,jN38LSISX0WzWz1ofgRho88c3J52,active,48.191067669398706,11.466615367680788,,Kommunalwahl München 2020
u1x0sjm3dp,Bürgerschaftswahl Hamburg,"['U-Bahn', 'S-Bahn', 'Behörde', 'Park', 'Kultur']",,Verkehr + Verkehr,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.55452958072936,10.026832055300474,1582986180.0,379000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,01de4b04-4870-4585-a09c-6aba8f10b95a,1579966796,777000000,53.55452958072936,10.026832055300474,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579966796,778000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.55452958072936,10.026832055300474,,Bürgerschaftswahl Hamburg
u283b4dv43,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Bildung']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.134713843052104,11.605440806597471,,,GYM0k2tLEic5F6s88sbEzJYKrSC2,01e0eed9-7350-4a4c-8fd2-37711cc939cb,1582969251,991000000,,,,1582969251,991000000,GYM0k2tLEic5F6s88sbEzJYKrSC2,active,48.134713843052104,11.605440806597471,,Kommunalwahl München 2020
u281yz0620,Kommunalwahl München 2020,,,,,48.158960406991724,11.546975355595348,1584776182.0,856000000.0,ihPzNAGmQdatZW7rFD8q3cNubuS2,01e1c084-a396-4c05-a63f-3b63eb6ecbaf,1580997107,530000000,48.158960406991724,11.546975355595348,HgM385Ff84YmItF4qjVY8OGvuih2,1584608770,395000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.158960406991724,11.546975355595348,,Kommunalwahl München 2020
u281zm0h02,Kommunalwahl München 2020,"['Bildung', 'Freizeit ']",,Wohnen + E-Behörden,"['Autofahrer', 'Radfahrer', 'Fußgänger']",48.148274193182196,11.568618435412645,1584472530.0,811000000.0,QQKOOM53abg5uc0gDRGPiiyoqa83,01f08d39-c4be-4959-ac55-0e202b148425,1578214694,789000000,48.148274193182196,11.568618435412645,mZbRmhJQ8pVkqJj8dNbc3QSDk0g1,1578214694,790000000,QQKOOM53abg5uc0gDRGPiiyoqa83,removed,48.148274193182196,11.568618435412645,,Kommunalwahl München 2020
u281tgzx3u,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Bus']",,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.098040169283834,11.513066869229078,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,01f1957a-bcc3-4ab3-9cc8-acba4f45c5be,1582889973,618000000,,,,1582889973,618000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.098040169283834,11.513066869229078,,Kommunalwahl München 2020
u1x0y0kfp2,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",,Verkehr + Wohnen,"['Autofahrer', 'Fußgänger']",53.57105781833084,10.114260669797659,1582987134.0,924000000.0,YAT3giGPyJV5yfNyiCo54chlK4g2,01fd8117-283f-49ec-853f-34d8267c0281,1579897138,66000000,53.57105781833084,10.114260669797659,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579897138,66000000,YAT3giGPyJV5yfNyiCo54chlK4g2,removed,53.57105781833084,10.114260669797659,,Bürgerschaftswahl Hamburg
u1x1j2444f,Bürgerschaftswahl Hamburg,"['Straße', 'Freizeit ', 'Wohnen', 'Bus']",Liste 312,Wohnen + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.61363818920404,10.077331010252237,1583520980.0,801000000.0,rnZGqh1rknbt2ovU5RooDX71Yfb2,01ffcc70-b577-45ae-9046-56bd45b340e3,1581774538,592000000,53.61363818920404,10.077331010252237,EMn8AUHdI5cbQIYITA1swmDqm9q1,1581774538,593000000,rnZGqh1rknbt2ovU5RooDX71Yfb2,removed,53.61363818920404,10.077331010252237,,Bürgerschaftswahl Hamburg
u1x09qrfyg,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Team Bremen,Wohnen + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.56021584735595,9.909623209387064,1582976941.0,657000000.0,s8JptfQJ9xTAlC2CPxZAhfkAgi22,02003737-2eda-469a-bd3a-726a5a2965b9,1579985900,59000000,53.56021584735595,9.909623209387064,zMZXSe2xtOVciEXqThvtAJfx87p2,1579985900,59000000,s8JptfQJ9xTAlC2CPxZAhfkAgi22,removed,53.56021584735595,9.909623209387064,,Bürgerschaftswahl Hamburg
u1x0b879tj,Bürgerschaftswahl Hamburg,['Straße'],Altona 2,Verkehr + Wohnen,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.570995487863534,9.87074626609683,1582975771.0,696000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,02007ee7-c2f4-4ac5-8e76-5fde658d4c37,1579910026,46000000,53.570995487863534,9.87074626609683,zMZXSe2xtOVciEXqThvtAJfx87p2,1579910404,7000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.570995487863534,9.87074626609683,,Bürgerschaftswahl Hamburg
u2860q2jqt,Kommunalwahl München 2020,['Straße'],,Mobilität + Umwelt,"['Radfahrer', 'Fußgänger', 'Autofahrer']",48.19932415731374,11.612832304090261,1584543312.0,160000000.0,hwNroO7acGNWB8kkJ0jR1mpOt883,021561cf-f754-47dc-bf3a-5e97d321b137,1583077331,383000000,48.19932415731374,11.612832304090261,ecH4oADGTAWkYAJCQPcKVOrFKsw2,1583077331,383000000,hwNroO7acGNWB8kkJ0jR1mpOt883,removed,48.19932415731374,11.612832304090261,,Kommunalwahl München 2020
u1x0et57w9,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Freizeit ', 'Firma']",,Hafen + Patrick/Mira,"['Fußgänger', 'Autofahrer']",53.55346764103995,10.002308618277311,1582973706.0,592000000.0,YIW7jL69KyQ31PHghcj9sZaW0dH2,0218286d-d2a7-49af-ae1d-9f4118c60e4f,1580043838,288000000,53.55346764103995,10.002308618277311,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582973707,356000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.55346764103995,10.002308618277311,,Bürgerschaftswahl Hamburg
u0zezfb46r,Bamberg,,,Kandidaten,['Kandidaten'],49.89346061747315,10.887556783854961,1584715456.0,635000000.0,hOniEUN9VtT1rLt17ERT94oYr3q1,0218b041-f97b-4e72-b23c-8c31bbffd9b9,1583581277,388000000,49.89346061747315,10.887556783854961,PxZBcJclagaEOFrxqEjIjIcq3zK2,1583581277,389000000,hOniEUN9VtT1rLt17ERT94oYr3q1,removed,49.89346061747315,10.887556783854961,,Bamberg
u0zgbs00z6,Bamberg,,,Mobilität + Umwelt,['Autofahrer'],49.90004391258556,10.920731518417597,1584699403.0,348000000.0,axlDdML78YTxE9mofKw7twDKQxK2,0223cf7f-2d3f-4a69-a473-696a0fc0d34d,1581719571,69000000,49.90004391258556,10.920731518417597,ZJOVmjHhlXWIKJo9StZZEeGmVly2,1581719571,69000000,axlDdML78YTxE9mofKw7twDKQxK2,removed,49.90004391258556,10.920731518417597,,Bamberg
u1x0vru517,Bürgerschaftswahl Hamburg,"['Straße', 'Freizeit ', 'Wohnen', 'Bus']",Liste 312,Wohnen + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.61244002909353,10.080010872334242,1583521097.0,106000000.0,rnZGqh1rknbt2ovU5RooDX71Yfb2,022d722c-6ac5-46b4-93de-2508999cf1a7,1581770737,271000000,53.61244002909353,10.080010872334242,EMn8AUHdI5cbQIYITA1swmDqm9q1,1581770737,271000000,rnZGqh1rknbt2ovU5RooDX71Yfb2,removed,53.61244002909353,10.080010872334242,,Bürgerschaftswahl Hamburg
u281yyqs1t,Kommunalwahl München 2020,"['Bildung', 'Straße', 'Strasse', 'Parkplatz', 'Universität/Hochschule']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.155163633229236,11.555629838258028,1584630900.0,62000000.0,ihPzNAGmQdatZW7rFD8q3cNubuS2,02390bdb-7bcd-48b5-9af3-fd591cc7c25f,1579004030,129000000,48.155163633229236,11.555629838258028,pvcX3JMy0wPxAZj2sAno8S0Fvju1,1584608151,75000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.155163633229236,11.555629838258028,,Kommunalwahl München 2020
u283brjuwp,['Kommunalwahl München 2020'],,['Martina '],Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.15938002040227,11.62070794031024,1583072948.0,303000000.0,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,024fb791-461b-4066-b405-5a546700880f,1578164585,586000000,48.15938002040227,11.62070794031024,OZZUbaCHqTSvXyqQam2w1OkZZT53,1578164585,636000000,FZVf6u09zQYx9Q7qEvLowFuTaNJ3,removed,48.15938002040227,11.62070794031024,,Kommunalwahl München 2020
u0zgbhbtd7,Bamberg,['S-Bahn'],,Mobilität + Umwelt,"['Autofahrer', 'Radfahrer', 'Fußgänger']",49.90498607316385,10.899221878498793,1584649018.0,975000000.0,FOwkUw0MiBfYijPgxvBA6xeOYLA3,02545a81-a9c3-4860-8b42-62e0cd2894ac,1581736686,758000000,49.90498607316385,10.899221878498793,p8FwinOrUVeU9lpbFVdFkwXVOwb2,1581736686,759000000,FOwkUw0MiBfYijPgxvBA6xeOYLA3,removed,49.90498607316385,10.899221878498793,,Bamberg
